"Country/Area","Year","Unit","GDP, at current prices - National currency"
"Syrian Arab Republic","2000","Syrian Pound","904623000000"
"Syrian Arab Republic","2001","Syrian Pound","966383000000"
"Syrian Arab Republic","2002","Syrian Pound","1022304000000"
"Syrian Arab Republic","2003","Syrian Pound","1074164000000"
"Syrian Arab Republic","2004","Syrian Pound","1266891000000"
"Syrian Arab Republic","2005","Syrian Pound","1506437000000"
"Syrian Arab Republic","2006","Syrian Pound","1726404000000"
"Syrian Arab Republic","2007","Syrian Pound","2020838000000"
"Syrian Arab Republic","2008","Syrian Pound","2448060000000"
"Syrian Arab Republic","2009","Syrian Pound","2520705000000"
"Syrian Arab Republic","2010","Syrian Pound","2791775000000"
"Syrian Arab Republic","2011","Syrian Pound","3252721000000"
"Syrian Arab Republic","2012","Syrian Pound","3024841000000"
"Syrian Arab Republic","2013","Syrian Pound","2937561000000"
"Syrian Arab Republic","2014","Syrian Pound","3612015000000"
"Syrian Arab Republic","2015","Syrian Pound","4732656000000"
"Syrian Arab Republic","2016","Syrian Pound","6117033000000"
"Syrian Arab Republic","2017","Syrian Pound","8317173000000"
"Syrian Arab Republic","2018","Syrian Pound","9588167000000"
"Syrian Arab Republic","2019","Syrian Pound","11904318000000"
"Syrian Arab Republic","2020","Syrian Pound","15492327731045"
"Tajikistan","1970","...","..."
"Tajikistan","1971","...","..."
"Tajikistan","1972","...","..."
"Tajikistan","1973","...","..."
"Tajikistan","1974","...","..."
"Tajikistan","1975","...","..."
"Tajikistan","1976","...","..."
"Tajikistan","1977","...","..."
"Tajikistan","1978","...","..."
"Tajikistan","1979","...","..."
"Tajikistan","1980","...","..."
"Tajikistan","1981","...","..."
"Tajikistan","1982","...","..."
"Tajikistan","1983","...","..."
"Tajikistan","1984","...","..."
"Tajikistan","1985","...","..."
"Tajikistan","1986","...","..."
"Tajikistan","1987","...","..."
"Tajikistan","1988","...","..."
"Tajikistan","1989","...","..."
"Tajikistan","1990","Somoni","72200"
"Tajikistan","1991","Somoni","132532"
"Tajikistan","1992","Somoni","637932"
"Tajikistan","1993","Somoni","6993512"
"Tajikistan","1994","Somoni","17669225"
"Tajikistan","1995","Somoni","69035090"
"Tajikistan","1996","Somoni","305119272"
"Tajikistan","1997","Somoni","512719061"
"Tajikistan","1998","Somoni","1013965242"
"Tajikistan","1999","Somoni","1330260682"
"Tajikistan","2000","Somoni","1787000000"
"Tajikistan","2001","Somoni","2564100000"
"Tajikistan","2002","Somoni","3375100000"
"Tajikistan","2003","Somoni","4760500000"
"Tajikistan","2004","Somoni","6167100000"
"Tajikistan","2005","Somoni","7206500000"
"Tajikistan","2006","Somoni","9335000000"
"Tajikistan","2007","Somoni","12804100000"
"Tajikistan","2008","Somoni","17706800000"
"Tajikistan","2009","Somoni","20628100000"
"Tajikistan","2010","Somoni","24706900000"
"Tajikistan","2011","Somoni","30071100000"
"Tajikistan","2012","Somoni","36475067674"
"Tajikistan","2013","Somoni","41227717345"
"Tajikistan","2014","Somoni","46797112690"
"Tajikistan","2015","Somoni","50977800000"
"Tajikistan","2016","Somoni","54790300000"
"Tajikistan","2017","Somoni","64434300000"
"Tajikistan","2018","Somoni","71059200000"
"Tajikistan","2019","Somoni","79109800000"
"Tajikistan","2020","Somoni","82543000000"
"Thailand","1970","Baht","153657934566"
"Thailand","1971","Baht","159946665857"
"Thailand","1972","Baht","177314698777"
"Thailand","1973","Baht","231563346653"
"Thailand","1974","Baht","291089441114"
"Thailand","1975","Baht","316228727854"
"Thailand","1976","Baht","361264259281"
"Thailand","1977","Baht","420703821132"
"Thailand","1978","Baht","509005657031"
"Thailand","1979","Baht","582646992365"
"Thailand","1980","Baht","686536166050"
"Thailand","1981","Baht","787963888941"
"Thailand","1982","Baht","872125664889"
"Thailand","1983","Baht","954429338510"
"Thailand","1984","Baht","1023945993384"
"Thailand","1985","Baht","1094856484082"
"Thailand","1986","Baht","1174549694924"
"Thailand","1987","Baht","1347111751291"
"Thailand","1988","Baht","1616439175630"
"Thailand","1989","Baht","1924426113246"
"Thailand","1990","Baht","2263299209116"
"Thailand","1991","Baht","2583490817016"
"Thailand","1992","Baht","2935677642139"
"Thailand","1993","Baht","3263426000000"
"Thailand","1994","Baht","3689090000000"
"Thailand","1995","Baht","4217614000000"
"Thailand","1996","Baht","4638604000000"
"Thailand","1997","Baht","4710310000000"
"Thailand","1998","Baht","4701553000000"
"Thailand","1999","Baht","4789826000000"
"Thailand","2000","Baht","5069820000000"
"Thailand","2001","Baht","5345001000000"
"Thailand","2002","Baht","5769578000000"
"Thailand","2003","Baht","6317303000000"
"Thailand","2004","Baht","6954280000000"
"Thailand","2005","Baht","7614413000000"
"Thailand","2006","Baht","8400647000000"
"Thailand","2007","Baht","9076303000000"
"Thailand","2008","Baht","9706929000000"
"Thailand","2009","Baht","9658664000000"
"Thailand","2010","Baht","10808142000000"
"Thailand","2011","Baht","11306907000000"
"Thailand","2012","Baht","12357344000000"
"Thailand","2013","Baht","12915159000000"
"Thailand","2014","Baht","13230306000000"
"Thailand","2015","Baht","13743478000000"
"Thailand","2016","Baht","14590337000000"
"Thailand","2017","Baht","15488664000000"
"Thailand","2018","Baht","16368711000000"
"Thailand","2019","Baht","16898086000000"
"Thailand","2020","Baht","15703021000000"
"Timor-Leste","1970","...","..."
"Timor-Leste","1971","...","..."
"Timor-Leste","1972","...","..."
"Timor-Leste","1973","...","..."
"Timor-Leste","1974","...","..."
"Timor-Leste","1975","...","..."
"Timor-Leste","1976","...","..."
"Timor-Leste","1977","...","..."
"Timor-Leste","1978","...","..."
"Timor-Leste","1979","...","..."
"Timor-Leste","1980","...","..."
"Timor-Leste","1981","...","..."
"Timor-Leste","1982","...","..."
"Timor-Leste","1983","...","..."
"Timor-Leste","1984","...","..."
"Timor-Leste","1985","...","..."
"Timor-Leste","1986","...","..."
"Timor-Leste","1987","...","..."
"Timor-Leste","1988","...","..."
"Timor-Leste","1989","...","..."
"Timor-Leste","1990","US Dollar","202988925"
"Timor-Leste","1991","US Dollar","233866810"
"Timor-Leste","1992","US Dollar","297479485"
"Timor-Leste","1993","US Dollar","343430082"
"Timor-Leste","1994","US Dollar","378461314"
"Timor-Leste","1995","US Dollar","416109986"
"Timor-Leste","1996","US Dollar","473476795"
"Timor-Leste","1997","US Dollar","429449246"
"Timor-Leste","1998","US Dollar","477196308"
"Timor-Leste","1999","US Dollar","321751830"
"Timor-Leste","2000","US Dollar","367085716"
"Timor-Leste","2001","US Dollar","477443502"
"Timor-Leste","2002","US Dollar","469506693"
"Timor-Leste","2003","US Dollar","490439064"
"Timor-Leste","2004","US Dollar","440764572"
"Timor-Leste","2005","US Dollar","462283557"
"Timor-Leste","2006","US Dollar","453805097"
"Timor-Leste","2007","US Dollar","542795447"
"Timor-Leste","2008","US Dollar","648492746"
"Timor-Leste","2009","US Dollar","726882390"
"Timor-Leste","2010","US Dollar","881827795"
"Timor-Leste","2011","US Dollar","1042411479"
"Timor-Leste","2012","US Dollar","1160389491"
"Timor-Leste","2013","US Dollar","1395519628"
"Timor-Leste","2014","US Dollar","1447307074"
"Timor-Leste","2015","US Dollar","1594410884"
"Timor-Leste","2016","US Dollar","1650618495"
"Timor-Leste","2017","US Dollar","1615609697"
"Timor-Leste","2018","US Dollar","1583876223"
"Timor-Leste","2019","US Dollar","2047931733"
"Timor-Leste","2020","US Dollar","1902156815"
"Togo","1970","CFA Franc BCEAO","85014074039"
"Togo","1971","CFA Franc BCEAO","95444044145"
"Togo","1972","CFA Franc BCEAO","101726192787"
"Togo","1973","CFA Franc BCEAO","105017727299"
"Togo","1974","CFA Franc BCEAO","151777733637"
"Togo","1975","CFA Franc BCEAO","149068288356"
"Togo","1976","CFA Franc BCEAO","158372421208"
"Togo","1977","CFA Franc BCEAO","196121082092"
"Togo","1978","CFA Franc BCEAO","223173708131"
"Togo","1979","CFA Franc BCEAO","251229014821"
"Togo","1980","CFA Franc BCEAO","277534568255"
"Togo","1981","CFA Franc BCEAO","299758525946"
"Togo","1982","CFA Franc BCEAO","313352226541"
"Togo","1983","CFA Franc BCEAO","326829741661"
"Togo","1984","CFA Franc BCEAO","354133328326"
"Togo","1985","CFA Franc BCEAO","386316704949"
"Togo","1986","CFA Franc BCEAO","422450387728"
"Togo","1987","CFA Franc BCEAO","431649106505"
"Togo","1988","CFA Franc BCEAO","518549790058"
"Togo","1989","CFA Franc BCEAO","544938128554"
"Togo","1990","CFA Franc BCEAO","560069840901"
"Togo","1991","CFA Franc BCEAO","573373361190"
"Togo","1992","CFA Franc BCEAO","564154367372"
"Togo","1993","CFA Franc BCEAO","460000668857"
"Togo","1994","CFA Franc BCEAO","699067606846"
"Togo","1995","CFA Franc BCEAO","830034998695"
"Togo","1996","CFA Franc BCEAO","929778198708"
"Togo","1997","CFA Franc BCEAO","1080350194630"
"Togo","1998","CFA Franc BCEAO","1033469790613"
"Togo","1999","CFA Franc BCEAO","1080543831187"
"Togo","2000","CFA Franc BCEAO","1059553000000"
"Togo","2001","CFA Franc BCEAO","1085734000000"
"Togo","2002","CFA Franc BCEAO","1183959000000"
"Togo","2003","CFA Franc BCEAO","1226968000000"
"Togo","2004","CFA Franc BCEAO","1191780000000"
"Togo","2005","CFA Franc BCEAO","1202931000000"
"Togo","2006","CFA Franc BCEAO","1228528000000"
"Togo","2007","CFA Franc BCEAO","1274416000000"
"Togo","2008","CFA Franc BCEAO","1482360000000"
"Togo","2009","CFA Franc BCEAO","1589243000000"
"Togo","2010","CFA Franc BCEAO","1696830000000"
"Togo","2011","CFA Franc BCEAO","1917124841896"
"Togo","2012","CFA Franc BCEAO","2182491931821"
"Togo","2013","CFA Franc BCEAO","2474738020675"
"Togo","2014","CFA Franc BCEAO","2751560893028"
"Togo","2015","CFA Franc BCEAO","3162835567267"
"Togo","2016","CFA Franc BCEAO","3597808000000"
"Togo","2017","CFA Franc BCEAO","3708901000000"
"Togo","2018","CFA Franc BCEAO","3873412000000"
"Togo","2019","CFA Franc BCEAO","4039465000000"
"Togo","2020","CFA Franc BCEAO","4112986203848"
"Tonga","1970","Pa'anga","15265353"
"Tonga","1971","Pa'anga","17054347"
"Tonga","1972","Pa'anga","19052998"
"Tonga","1973","Pa'anga","24217967"
"Tonga","1974","Pa'anga","32022809"
"Tonga","1975","Pa'anga","32481918"
"Tonga","1976","Pa'anga","32219967"
"Tonga","1977","Pa'anga","40340446"
"Tonga","1978","Pa'anga","47544097"
"Tonga","1979","Pa'anga","52259214"
"Tonga","1980","Pa'anga","69286026"
"Tonga","1981","Pa'anga","71250658"
"Tonga","1982","Pa'anga","84086254"
"Tonga","1983","Pa'anga","95219170"
"Tonga","1984","Pa'anga","97576728"
"Tonga","1985","Pa'anga","104780379"
"Tonga","1986","Pa'anga","130975474"
"Tonga","1987","Pa'anga","150359844"
"Tonga","1988","Pa'anga","185068345"
"Tonga","1989","Pa'anga","191224192"
"Tonga","1990","Pa'anga","207465151"
"Tonga","1991","Pa'anga","253044616"
"Tonga","1992","Pa'anga","259593390"
"Tonga","1993","Pa'anga","263260703"
"Tonga","1994","Pa'anga","258747275"
"Tonga","1995","Pa'anga","265455028"
"Tonga","1996","Pa'anga","273605662"
"Tonga","1997","Pa'anga","271641732"
"Tonga","1998","Pa'anga","285725310"
"Tonga","1999","Pa'anga","315296981"
"Tonga","2000","Pa'anga","335768971"
"Tonga","2001","Pa'anga","354482084"
"Tonga","2002","Pa'anga","398388255"
"Tonga","2003","Pa'anga","444033245"
"Tonga","2004","Pa'anga","471856982"
"Tonga","2005","Pa'anga","507442279"
"Tonga","2006","Pa'anga","587065119"
"Tonga","2007","Pa'anga","597833296"
"Tonga","2008","Pa'anga","654689864"
"Tonga","2009","Pa'anga","651525501"
"Tonga","2010","Pa'anga","707597655"
"Tonga","2011","Pa'anga","759448058"
"Tonga","2012","Pa'anga","797813317"
"Tonga","2013","Pa'anga","781326049"
"Tonga","2014","Pa'anga","797192340"
"Tonga","2015","Pa'anga","849147048"
"Tonga","2016","Pa'anga","932590227"
"Tonga","2017","Pa'anga","1017668328"
"Tonga","2018","Pa'anga","1073218904"
"Tonga","2019","Pa'anga","1164008235"
"Tonga","2020","Pa'anga","1129246144"
"Trinidad and Tobago","1970","Trinidad and Tobago Dollar","1649602314"
"Trinidad and Tobago","1971","Trinidad and Tobago Dollar","1777035096"
"Trinidad and Tobago","1972","Trinidad and Tobago Dollar","2089094901"
"Trinidad and Tobago","1973","Trinidad and Tobago Dollar","2572737429"
"Trinidad and Tobago","1974","Trinidad and Tobago Dollar","4207288626"
"Trinidad and Tobago","1975","Trinidad and Tobago Dollar","5318060987"
"Trinidad and Tobago","1976","Trinidad and Tobago Dollar","6111756504"
"Trinidad and Tobago","1977","Trinidad and Tobago Dollar","7558670456"
"Trinidad and Tobago","1978","Trinidad and Tobago Dollar","8579136121"
"Trinidad and Tobago","1979","Trinidad and Tobago Dollar","11083641824"
"Trinidad and Tobago","1980","Trinidad and Tobago Dollar","15017000139"
"Trinidad and Tobago","1981","Trinidad and Tobago Dollar","16838185175"
"Trinidad and Tobago","1982","Trinidad and Tobago Dollar","19603576888"
"Trinidad and Tobago","1983","Trinidad and Tobago Dollar","18696496297"
"Trinidad and Tobago","1984","Trinidad and Tobago Dollar","18680441773"
"Trinidad and Tobago","1985","Trinidad and Tobago Dollar","18132581151"
"Trinidad and Tobago","1986","Trinidad and Tobago Dollar","17318817479"
"Trinidad and Tobago","1987","Trinidad and Tobago Dollar","17330858372"
"Trinidad and Tobago","1988","Trinidad and Tobago Dollar","17343902672"
"Trinidad and Tobago","1989","Trinidad and Tobago Dollar","18435610286"
"Trinidad and Tobago","1990","Trinidad and Tobago Dollar","21612399170"
"Trinidad and Tobago","1991","Trinidad and Tobago Dollar","22635875059"
"Trinidad and Tobago","1992","Trinidad and Tobago Dollar","23196779982"
"Trinidad and Tobago","1993","Trinidad and Tobago Dollar","24574458800"
"Trinidad and Tobago","1994","Trinidad and Tobago Dollar","29411887482"
"Trinidad and Tobago","1995","Trinidad and Tobago Dollar","31805014927"
"Trinidad and Tobago","1996","Trinidad and Tobago Dollar","34704863276"
"Trinidad and Tobago","1997","Trinidad and Tobago Dollar","35993238806"
"Trinidad and Tobago","1998","Trinidad and Tobago Dollar","38194715373"
"Trinidad and Tobago","1999","Trinidad and Tobago Dollar","43035154279"
"Trinidad and Tobago","2000","Trinidad and Tobago Dollar","51546058674"
"Trinidad and Tobago","2001","Trinidad and Tobago Dollar","55194449193"
"Trinidad and Tobago","2002","Trinidad and Tobago Dollar","56481821315"
"Trinidad and Tobago","2003","Trinidad and Tobago Dollar","71411524981"
"Trinidad and Tobago","2004","Trinidad and Tobago Dollar","83937565421"
"Trinidad and Tobago","2005","Trinidad and Tobago Dollar","101025097418"
"Trinidad and Tobago","2006","Trinidad and Tobago Dollar","116346130099"
"Trinidad and Tobago","2007","Trinidad and Tobago Dollar","137419699317"
"Trinidad and Tobago","2008","Trinidad and Tobago Dollar","175884331370"
"Trinidad and Tobago","2009","Trinidad and Tobago Dollar","121694293319"
"Trinidad and Tobago","2010","Trinidad and Tobago Dollar","141525643762"
"Trinidad and Tobago","2011","Trinidad and Tobago Dollar","163563487812"
"Trinidad and Tobago","2012","Trinidad and Tobago Dollar","165766168468"
"Trinidad and Tobago","2013","Trinidad and Tobago Dollar","175848046870"
"Trinidad and Tobago","2014","Trinidad and Tobago Dollar","177163561911"
"Trinidad and Tobago","2015","Trinidad and Tobago Dollar","160657649231"
"Trinidad and Tobago","2016","Trinidad and Tobago Dollar","149208571270"
"Trinidad and Tobago","2017","Trinidad and Tobago Dollar","157150120007"
"Trinidad and Tobago","2018","Trinidad and Tobago Dollar","161284316772"
"Trinidad and Tobago","2019","Trinidad and Tobago Dollar","161335308807"
"Trinidad and Tobago","2020","Trinidad and Tobago Dollar","144422138577"
"Tunisia","1970","Tunisian Dinar","829578898"
"Tunisia","1971","Tunisian Dinar","967476078"
"Tunisia","1972","Tunisian Dinar","1172016243"
"Tunisia","1973","Tunisian Dinar","1264020891"
"Tunisia","1974","Tunisian Dinar","1699341209"
"Tunisia","1975","Tunisian Dinar","1911896099"
"Tunisia","1976","Tunisian Dinar","2122255174"
"Tunisia","1977","Tunisian Dinar","2406503422"
"Tunisia","1978","Tunisian Dinar","2727092409"
"Tunisia","1979","Tunisian Dinar","3208085679"
"Tunisia","1980","Tunisian Dinar","3887141460"
"Tunisia","1981","Tunisian Dinar","4569490964"
"Tunisia","1982","Tunisian Dinar","5274786734"
"Tunisia","1983","Tunisian Dinar","6035636622"
"Tunisia","1984","Tunisian Dinar","6850942723"
"Tunisia","1985","Tunisian Dinar","7705444120"
"Tunisia","1986","Tunisian Dinar","7861456774"
"Tunisia","1987","Tunisian Dinar","8822016035"
"Tunisia","1988","Tunisian Dinar","9508537587"
"Tunisia","1989","Tunisian Dinar","10528713225"
"Tunisia","1990","Tunisian Dinar","11874638014"
"Tunisia","1991","Tunisian Dinar","13206509587"
"Tunisia","1992","Tunisian Dinar","15047810235"
"Tunisia","1993","Tunisian Dinar","16098500034"
"Tunisia","1994","Tunisian Dinar","17362182333"
"Tunisia","1995","Tunisian Dinar","18721381885"
"Tunisia","1996","Tunisian Dinar","20932551433"
"Tunisia","1997","Tunisian Dinar","22943903275"
"Tunisia","1998","Tunisian Dinar","24827596664"
"Tunisia","1999","Tunisian Dinar","27215898584"
"Tunisia","2000","Tunisian Dinar","29433400000"
"Tunisia","2001","Tunisian Dinar","31746400000"
"Tunisia","2002","Tunisian Dinar","32901200000"
"Tunisia","2003","Tunisian Dinar","35373200000"
"Tunisia","2004","Tunisian Dinar","38838500000"
"Tunisia","2005","Tunisian Dinar","41871000000"
"Tunisia","2006","Tunisian Dinar","45756200000"
"Tunisia","2007","Tunisian Dinar","49864500000"
"Tunisia","2008","Tunisian Dinar","55273200000"
"Tunisia","2009","Tunisian Dinar","58677200000"
"Tunisia","2010","Tunisian Dinar","63054500000"
"Tunisia","2011","Tunisian Dinar","64492200000"
"Tunisia","2012","Tunisian Dinar","70354440000"
"Tunisia","2013","Tunisian Dinar","75144120000"
"Tunisia","2014","Tunisian Dinar","80865510000"
"Tunisia","2015","Tunisian Dinar","84689200000"
"Tunisia","2016","Tunisian Dinar","89789160000"
"Tunisia","2017","Tunisian Dinar","96298300000"
"Tunisia","2018","Tunisian Dinar","105268480000"
"Tunisia","2019","Tunisian Dinar","115015910000"
"Tunisia","2020","Tunisian Dinar","110295400000"
"Turkey","1970","New Turkish Lira","284000"
"Turkey","1971","New Turkish Lira","351000"
"Turkey","1972","New Turkish Lira","420000"
"Turkey","1973","New Turkish Lira","528000"
"Turkey","1974","New Turkish Lira","716000"
"Turkey","1975","New Turkish Lira","928000"
"Turkey","1976","New Turkish Lira","1181000"
"Turkey","1977","New Turkish Lira","1510000"
"Turkey","1978","New Turkish Lira","2248000"
"Turkey","1979","New Turkish Lira","3928000"
"Turkey","1980","New Turkish Lira","7206000"
"Turkey","1981","New Turkish Lira","10884000"
"Turkey","1982","New Turkish Lira","14454000"
"Turkey","1983","New Turkish Lira","19157000"
"Turkey","1984","New Turkish Lira","30303000"
"Turkey","1985","New Turkish Lira","48347000"
"Turkey","1986","New Turkish Lira","70366000"
"Turkey","1987","New Turkish Lira","102936000"
"Turkey","1988","New Turkish Lira","178019000"
"Turkey","1989","New Turkish Lira","313160000"
"Turkey","1990","New Turkish Lira","541477000"
"Turkey","1991","New Turkish Lira","868044000"
"Turkey","1992","New Turkish Lira","1506216000"
"Turkey","1993","New Turkish Lira","2730206000"
"Turkey","1994","New Turkish Lira","5329120000"
"Turkey","1995","New Turkish Lira","10693502000"
"Turkey","1996","New Turkish Lira","20349950000"
"Turkey","1997","New Turkish Lira","39724100000"
"Turkey","1998","New Turkish Lira","71944700000"
"Turkey","1999","New Turkish Lira","107374258000"
"Turkey","2000","New Turkish Lira","171494210000"
"Turkey","2001","New Turkish Lira","247266207000"
"Turkey","2002","New Turkish Lira","362109648000"
"Turkey","2003","New Turkish Lira","472171775000"
"Turkey","2004","New Turkish Lira","582852799000"
"Turkey","2005","New Turkish Lira","680275847000"
"Turkey","2006","New Turkish Lira","795757109000"
"Turkey","2007","New Turkish Lira","887714414000"
"Turkey","2008","New Turkish Lira","1002756496000"
"Turkey","2009","New Turkish Lira","1006372482000"
"Turkey","2010","New Turkish Lira","1167664479000"
"Turkey","2011","New Turkish Lira","1404927615000"
"Turkey","2012","New Turkish Lira","1581479251000"
"Turkey","2013","New Turkish Lira","1823427315000"
"Turkey","2014","New Turkish Lira","2054897828000"
"Turkey","2015","New Turkish Lira","2350941343000"
"Turkey","2016","New Turkish Lira","2626559710000"
"Turkey","2017","New Turkish Lira","3133704267000"
"Turkey","2018","New Turkish Lira","3758773727000"
"Turkey","2019","New Turkish Lira","4317786909000"
"Turkey","2020","New Turkish Lira","5046883307000"
"Turkmenistan","1970","...","..."
"Turkmenistan","1971","...","..."
"Turkmenistan","1972","...","..."
"Turkmenistan","1973","...","..."
"Turkmenistan","1974","...","..."
"Turkmenistan","1975","...","..."
"Turkmenistan","1976","...","..."
"Turkmenistan","1977","...","..."
"Turkmenistan","1978","...","..."
"Turkmenistan","1979","...","..."
"Turkmenistan","1980","...","..."
"Turkmenistan","1981","...","..."
"Turkmenistan","1982","...","..."
"Turkmenistan","1983","...","..."
"Turkmenistan","1984","...","..."
"Turkmenistan","1985","...","..."
"Turkmenistan","1986","...","..."
"Turkmenistan","1987","...","..."
"Turkmenistan","1988","...","..."
"Turkmenistan","1989","...","..."
"Turkmenistan","1990","Turkmenistan Manat","3040"
"Turkmenistan","1991","Turkmenistan Manat","5880"
"Turkmenistan","1992","Turkmenistan Manat","160000"
"Turkmenistan","1993","Turkmenistan Manat","2003600"
"Turkmenistan","1994","Turkmenistan Manat","17427460"
"Turkmenistan","1995","Turkmenistan Manat","130408800"
"Turkmenistan","1996","Turkmenistan Manat","1550350800"
"Turkmenistan","1997","Turkmenistan Manat","2221756600"
"Turkmenistan","1998","Turkmenistan Manat","2798947800"
"Turkmenistan","1999","Turkmenistan Manat","4011200000"
"Turkmenistan","2000","Turkmenistan Manat","5129600000"
"Turkmenistan","2001","Turkmenistan Manat","7023794600"
"Turkmenistan","2002","Turkmenistan Manat","9047982600"
"Turkmenistan","2003","Turkmenistan Manat","11881200000"
"Turkmenistan","2004","Turkmenistan Manat","14764000000"
"Turkmenistan","2005","Turkmenistan Manat","17860700000"
"Turkmenistan","2006","Turkmenistan Manat","22248900000"
"Turkmenistan","2007","Turkmenistan Manat","27000200000"
"Turkmenistan","2008","Turkmenistan Manat","49470000000"
"Turkmenistan","2009","Turkmenistan Manat","57611000000"
"Turkmenistan","2010","Turkmenistan Manat","64362000000"
"Turkmenistan","2011","Turkmenistan Manat","83315000000"
"Turkmenistan","2012","Turkmenistan Manat","100218200000"
"Turkmenistan","2013","Turkmenistan Manat","111713000000"
"Turkmenistan","2014","Turkmenistan Manat","124044000000"
"Turkmenistan","2015","Turkmenistan Manat","125298700000"
"Turkmenistan","2016","Turkmenistan Manat","126593000000"
"Turkmenistan","2017","Turkmenistan Manat","136072491455"
"Turkmenistan","2018","Turkmenistan Manat","134022764288"
"Turkmenistan","2019","Turkmenistan Manat","152112402251"
"Turkmenistan","2020","Turkmenistan Manat","149958108730"
"Turks and Caicos Islands","1970","US Dollar","9775102"
"Turks and Caicos Islands","1971","US Dollar","11011841"
"Turks and Caicos Islands","1972","US Dollar","12404978"
"Turks and Caicos Islands","1973","US Dollar","13974358"
"Turks and Caicos Islands","1974","US Dollar","15742422"
"Turks and Caicos Islands","1975","US Dollar","17734281"
"Turks and Caicos Islands","1976","US Dollar","19978052"
"Turks and Caicos Islands","1977","US Dollar","22504860"
"Turks and Caicos Islands","1978","US Dollar","25351947"
"Turks and Caicos Islands","1979","US Dollar","28560773"
"Turks and Caicos Islands","1980","US Dollar","32175383"
"Turks and Caicos Islands","1981","US Dollar","36245234"
"Turks and Caicos Islands","1982","US Dollar","40821803"
"Turks and Caicos Islands","1983","US Dollar","45992425"
"Turks and Caicos Islands","1984","US Dollar","51827845"
"Turks and Caicos Islands","1985","US Dollar","58383835"
"Turks and Caicos Islands","1986","US Dollar","65748646"
"Turks and Caicos Islands","1987","US Dollar","73977309"
"Turks and Caicos Islands","1988","US Dollar","83494321"
"Turks and Caicos Islands","1989","US Dollar","94177545"
"Turks and Caicos Islands","1990","US Dollar","105910726"
"Turks and Caicos Islands","1991","US Dollar","119085207"
"Turks and Caicos Islands","1992","US Dollar","133400394"
"Turks and Caicos Islands","1993","US Dollar","152914601"
"Turks and Caicos Islands","1994","US Dollar","171948949"
"Turks and Caicos Islands","1995","US Dollar","190503441"
"Turks and Caicos Islands","1996","US Dollar","214016460"
"Turks and Caicos Islands","1997","US Dollar","235317161"
"Turks and Caicos Islands","1998","US Dollar","265162140"
"Turks and Caicos Islands","1999","US Dollar","294589583"
"Turks and Caicos Islands","2000","US Dollar","319443334"
"Turks and Caicos Islands","2001","US Dollar","358744802"
"Turks and Caicos Islands","2002","US Dollar","366707912"
"Turks and Caicos Islands","2003","US Dollar","409753640"
"Turks and Caicos Islands","2004","US Dollar","485598806"
"Turks and Caicos Islands","2005","US Dollar","578645758"
"Turks and Caicos Islands","2006","US Dollar","721891473"
"Turks and Caicos Islands","2007","US Dollar","773489744"
"Turks and Caicos Islands","2008","US Dollar","862683634"
"Turks and Caicos Islands","2009","US Dollar","703175747"
"Turks and Caicos Islands","2010","US Dollar","686787814"
"Turks and Caicos Islands","2011","US Dollar","728789574"
"Turks and Caicos Islands","2012","US Dollar","727161000"
"Turks and Caicos Islands","2013","US Dollar","754238000"
"Turks and Caicos Islands","2014","US Dollar","841070000"
"Turks and Caicos Islands","2015","US Dollar","942070000"
"Turks and Caicos Islands","2016","US Dollar","1032452000"
"Turks and Caicos Islands","2017","US Dollar","1022365000"
"Turks and Caicos Islands","2018","US Dollar","1113178000"
"Turks and Caicos Islands","2019","US Dollar","1197415000"
"Turks and Caicos Islands","2020","US Dollar","924583000"
"Tuvalu","1970","Australian Dollar","2308191"
"Tuvalu","1971","Australian Dollar","2425460"
"Tuvalu","1972","Australian Dollar","2539775"
"Tuvalu","1973","Australian Dollar","2661803"
"Tuvalu","1974","Australian Dollar","2796084"
"Tuvalu","1975","Australian Dollar","2939179"
"Tuvalu","1976","Australian Dollar","3107550"
"Tuvalu","1977","Australian Dollar","3198104"
"Tuvalu","1978","Australian Dollar","3366475"
"Tuvalu","1979","Australian Dollar","3577278"
"Tuvalu","1980","Australian Dollar","3773448"
"Tuvalu","1981","Australian Dollar","4109000"
"Tuvalu","1982","Australian Dollar","3732000"
"Tuvalu","1983","Australian Dollar","4435000"
"Tuvalu","1984","Australian Dollar","4947000"
"Tuvalu","1985","Australian Dollar","5034000"
"Tuvalu","1986","Australian Dollar","6538000"
"Tuvalu","1987","Australian Dollar","7584000"
"Tuvalu","1988","Australian Dollar","9632000"
"Tuvalu","1989","Australian Dollar","10379000"
"Tuvalu","1990","Australian Dollar","12220000"
"Tuvalu","1991","Australian Dollar","13024000"
"Tuvalu","1992","Australian Dollar","14582000"
"Tuvalu","1993","Australian Dollar","14086000"
"Tuvalu","1994","Australian Dollar","15631000"
"Tuvalu","1995","Australian Dollar","15868000"
"Tuvalu","1996","Australian Dollar","15964600"
"Tuvalu","1997","Australian Dollar","18051600"
"Tuvalu","1998","Australian Dollar","20664100"
"Tuvalu","1999","Australian Dollar","21361800"
"Tuvalu","2000","Australian Dollar","23861435"
"Tuvalu","2001","Australian Dollar","25673593"
"Tuvalu","2002","Australian Dollar","28591453"
"Tuvalu","2003","Australian Dollar","28306171"
"Tuvalu","2004","Australian Dollar","29408673"
"Tuvalu","2005","Australian Dollar","28388528"
