Country or area;Currency;Year;Gross National Income
Somalia;Somali Shilling;2006;3.23235E+13
Somalia;Somali Shilling;2007;3.43285E+13
Somalia;Somali Shilling;2008;3.59459E+13
Somalia;Somali Shilling;2009;3.77572E+13
Somalia;Somali Shilling;2010;3.27942E+13
Somalia;Somali Shilling;2011;3.26752E+13
Somalia;Somali Shilling;2012;3.2835E+13
Somalia;Somali Shilling;2013;3.26205E+13
Somalia;Somali Shilling;2014;3.20573E+13
South Africa;Rand;1970;12682000000
South Africa;Rand;1971;14074000000
South Africa;Rand;1972;15878000000
South Africa;Rand;1973;19688000000
South Africa;Rand;1974;24161000000
South Africa;Rand;1975;27048000000
South Africa;Rand;1976;30523000000
South Africa;Rand;1977;33838000000
South Africa;Rand;1978;38945000000
South Africa;Rand;1979;46569000000
South Africa;Rand;1980;62038000000
South Africa;Rand;1981;71852000000
South Africa;Rand;1982;81757000000
South Africa;Rand;1983;93650000000
South Africa;Rand;1984;1.09688E+11
South Africa;Rand;1985;1.25947E+11
South Africa;Rand;1986;1.47558E+11
South Africa;Rand;1987;1.73993E+11
South Africa;Rand;1988;2.09169E+11
South Africa;Rand;1989;2.50889E+11
South Africa;Rand;1990;2.87929E+11
South Africa;Rand;1991;3.33386E+11
South Africa;Rand;1992;3.75322E+11
South Africa;Rand;1993;4.30184E+11
South Africa;Rand;1994;4.87634E+11
South Africa;Rand;1995;5.53443E+11
South Africa;Rand;1996;6.21231E+11
South Africa;Rand;1997;6.88273E+11
South Africa;Rand;1998;7.4417E+11
South Africa;Rand;1999;8.15152E+11
South Africa;Rand;2000;9.243E+11
South Africa;Rand;2001;1.01397E+12
South Africa;Rand;2002;1.18787E+12
South Africa;Rand;2003;1.2909E+12
South Africa;Rand;2004;1.44877E+12
South Africa;Rand;2005;1.60783E+12
South Africa;Rand;2006;1.80463E+12
South Africa;Rand;2007;2.04068E+12
South Africa;Rand;2008;2.29519E+12
South Africa;Rand;2009;2.45152E+12
South Africa;Rand;2010;2.68941E+12
South Africa;Rand;2011;2.94762E+12
South Africa;Rand;2012;3.17421E+12
South Africa;Rand;2013;3.44154E+12
South Africa;Rand;2014;3.69492E+12
South Sudan;South Sudanese Pound;2008;22925000000
South Sudan;South Sudanese Pound;2009;20482000000
South Sudan;South Sudanese Pound;2010;25446000000
South Sudan;South Sudanese Pound;2011;34282000000
South Sudan;South Sudanese Pound;2012;11587000000
South Sudan;South Sudanese Pound;2013;15822000000
South Sudan;South Sudanese Pound;2014;14417162417
Spain;Euro;1970;17043031871
Spain;Euro;1971;19268707386
Spain;Euro;1972;22642401517
Spain;Euro;1973;27367810464
Spain;Euro;1974;33645349767
Spain;Euro;1975;39346242457
Spain;Euro;1976;47186708618
Spain;Euro;1977;59780041939
Spain;Euro;1978;73119755079
Spain;Euro;1979;85763982634
Spain;Euro;1980;99099653598
Spain;Euro;1981;1.10604E+11
Spain;Euro;1982;1.27098E+11
Spain;Euro;1983;1.44375E+11
Spain;Euro;1984;1.63017E+11
Spain;Euro;1985;1.82443E+11
Spain;Euro;1986;2.0907E+11
Spain;Euro;1987;2.33834E+11
Spain;Euro;1988;2.59905E+11
Spain;Euro;1989;2.92191E+11
Spain;Euro;1990;3.25316E+11
Spain;Euro;1991;3.56828E+11
Spain;Euro;1992;3.83924E+11
Spain;Euro;1993;3.98796E+11
Spain;Euro;1994;4.18602E+11
Spain;Euro;1995;4.57265E+11
Spain;Euro;1996;4.82783E+11
Spain;Euro;1997;5.13626E+11
Spain;Euro;1998;5.4944E+11
Spain;Euro;1999;5.90897E+11
Spain;Euro;2000;6.43849E+11
Spain;Euro;2001;6.92127E+11
Spain;Euro;2002;7.40968E+11
Spain;Euro;2003;7.96978E+11
Spain;Euro;2004;8.53508E+11
Spain;Euro;2005;9.17108E+11
Spain;Euro;2006;9.90424E+11
Spain;Euro;2007;1.05467E+12
Spain;Euro;2008;1.08625E+12
Spain;Euro;2009;1.05924E+12
Spain;Euro;2010;1.06576E+12
Spain;Euro;2011;1.05185E+12
Spain;Euro;2012;1.03555E+12
Spain;Euro;2013;1.02649E+12
Spain;Euro;2014;1.03694E+12
Sri Lanka;Sri Lanka Rupee;1970;14419587415
Sri Lanka;Sri Lanka Rupee;1971;14753156283
Sri Lanka;Sri Lanka Rupee;1972;16612763933
Sri Lanka;Sri Lanka Rupee;1973;19411639455
Sri Lanka;Sri Lanka Rupee;1974;25151402920
Sri Lanka;Sri Lanka Rupee;1975;27748275342
Sri Lanka;Sri Lanka Rupee;1976;31744378661
Sri Lanka;Sri Lanka Rupee;1977;37918143667
Sri Lanka;Sri Lanka Rupee;1978;45845912039
Sri Lanka;Sri Lanka Rupee;1979;56557247968
Sri Lanka;Sri Lanka Rupee;1980;70236571077
Sri Lanka;Sri Lanka Rupee;1981;85495614284
Sri Lanka;Sri Lanka Rupee;1982;98848091619
Sri Lanka;Sri Lanka Rupee;1983;1.19969E+11
Sri Lanka;Sri Lanka Rupee;1984;1.48883E+11
Sri Lanka;Sri Lanka Rupee;1985;1.59615E+11
Sri Lanka;Sri Lanka Rupee;1986;1.74355E+11
Sri Lanka;Sri Lanka Rupee;1987;1.90442E+11
Sri Lanka;Sri Lanka Rupee;1988;2.20836E+11
Sri Lanka;Sri Lanka Rupee;1989;2.50815E+11
Sri Lanka;Sri Lanka Rupee;1990;3.21901E+11
Sri Lanka;Sri Lanka Rupee;1991;3.7479E+11
Sri Lanka;Sri Lanka Rupee;1992;4.28142E+11
Sri Lanka;Sri Lanka Rupee;1993;5.10676E+11
Sri Lanka;Sri Lanka Rupee;1994;5.90733E+11
Sri Lanka;Sri Lanka Rupee;1995;6.77793E+11
Sri Lanka;Sri Lanka Rupee;1996;7.86354E+11
Sri Lanka;Sri Lanka Rupee;1997;9.11909E+11
Sri Lanka;Sri Lanka Rupee;1998;1.03411E+12
Sri Lanka;Sri Lanka Rupee;1999;1.12042E+12
Sri Lanka;Sri Lanka Rupee;2000;1.26428E+12
Sri Lanka;Sri Lanka Rupee;2001;1.41042E+12
Sri Lanka;Sri Lanka Rupee;2002;1.61199E+12
Sri Lanka;Sri Lanka Rupee;2003;1.80593E+12
Sri Lanka;Sri Lanka Rupee;2004;2.07011E+12
Sri Lanka;Sri Lanka Rupee;2005;2.42273E+12
Sri Lanka;Sri Lanka Rupee;2006;2.89826E+12
Sri Lanka;Sri Lanka Rupee;2007;3.53963E+12
Sri Lanka;Sri Lanka Rupee;2008;4.30565E+12
Sri Lanka;Sri Lanka Rupee;2009;4.7795E+12
Sri Lanka;Sri Lanka Rupee;2010;5.53433E+12
Sri Lanka;Sri Lanka Rupee;2011;6.47127E+12
Sri Lanka;Sri Lanka Rupee;2012;7.42367E+12
Sri Lanka;Sri Lanka Rupee;2013;8.44814E+12
Sri Lanka;Sri Lanka Rupee;2014;9.54461E+12
State of Palestine;US Dollar;1970;207856268
State of Palestine;US Dollar;1971;252757527
State of Palestine;US Dollar;1972;393700906
State of Palestine;US Dollar;1973;495261134
State of Palestine;US Dollar;1974;753213300
State of Palestine;US Dollar;1975;785624902
State of Palestine;US Dollar;1976;900670349
State of Palestine;US Dollar;1977;932995389
State of Palestine;US Dollar;1978;967232392
State of Palestine;US Dollar;1979;1182857999
State of Palestine;US Dollar;1980;1448799356
State of Palestine;US Dollar;1981;1403200825
State of Palestine;US Dollar;1982;1504179092
State of Palestine;US Dollar;1983;1602287653
State of Palestine;US Dollar;1984;1491405755
State of Palestine;US Dollar;1985;1370414825
State of Palestine;US Dollar;1986;2143419204
State of Palestine;US Dollar;1987;2502375790
State of Palestine;US Dollar;1988;2571320464
State of Palestine;US Dollar;1989;2478391094
State of Palestine;US Dollar;1990;2632747653
State of Palestine;US Dollar;1991;2817154370
State of Palestine;US Dollar;1992;3499710597
State of Palestine;US Dollar;1993;3760653333
State of Palestine;US Dollar;1994;3206000000
State of Palestine;US Dollar;1995;3722600000
State of Palestine;US Dollar;1996;3834000000
State of Palestine;US Dollar;1997;4280100000
State of Palestine;US Dollar;1998;4786500000
State of Palestine;US Dollar;1999;5025000000
State of Palestine;US Dollar;2000;4819100000
State of Palestine;US Dollar;2001;4322700000
State of Palestine;US Dollar;2002;3774700000
State of Palestine;US Dollar;2003;4212700000
State of Palestine;US Dollar;2004;4557400000
State of Palestine;US Dollar;2005;5180800000
State of Palestine;US Dollar;2006;5332700000
State of Palestine;US Dollar;2007;6058400000
State of Palestine;US Dollar;2008;7344800000
State of Palestine;US Dollar;2009;7800300000
State of Palestine;US Dollar;2010;9512200000
State of Palestine;US Dollar;2011;11214879233
State of Palestine;US Dollar;2012;12136900000
State of Palestine;US Dollar;2013;13636428242
State of Palestine;US Dollar;2014;14147100000
Sudan;Sudanese Pound;2008;1.04466E+11
Sudan;Sudanese Pound;2009;1.11918E+11
Sudan;Sudanese Pound;2010;1.29582E+11
Sudan;Sudanese Pound;2011;1.81814E+11
Sudan;Sudanese Pound;2012;2.26237E+11
Sudan;Sudanese Pound;2013;3.57092E+11
Sudan;Sudanese Pound;2014;4.89397E+11
Suriname;Surinam Dollar;1970;580442
Suriname;Surinam Dollar;1971;628720
Suriname;Surinam Dollar;1972;773118
Suriname;Surinam Dollar;1973;878413
Suriname;Surinam Dollar;1974;1116406
Suriname;Surinam Dollar;1975;1306080
Suriname;Surinam Dollar;1976;1364352
Suriname;Surinam Dollar;1977;1761729
Suriname;Surinam Dollar;1978;2042129
Suriname;Surinam Dollar;1979;2151462
Suriname;Surinam Dollar;1980;2249111
Suriname;Surinam Dollar;1981;2597880
Suriname;Surinam Dollar;1982;2658604
Suriname;Surinam Dollar;1983;2520279
Suriname;Surinam Dollar;1984;2496480
Suriname;Surinam Dollar;1985;2517784
Suriname;Surinam Dollar;1986;2562585
Suriname;Surinam Dollar;1987;2814843
Suriname;Surinam Dollar;1988;3326818
Suriname;Surinam Dollar;1989;3896574
Suriname;Surinam Dollar;1990;4543513
Suriname;Surinam Dollar;1991;5380096
Suriname;Surinam Dollar;1992;6927343
Suriname;Surinam Dollar;1993;15303417
Suriname;Surinam Dollar;1994;95896973
Suriname;Surinam Dollar;1995;359598143
Suriname;Surinam Dollar;1996;413249099
Suriname;Surinam Dollar;1997;433503070
Suriname;Surinam Dollar;1998;527973524
Suriname;Surinam Dollar;1999;892366155
Suriname;Surinam Dollar;2000;1460471159
Suriname;Surinam Dollar;2001;1951355908
Suriname;Surinam Dollar;2002;3035183184
Suriname;Surinam Dollar;2003;3917968034
Suriname;Surinam Dollar;2004;4776831881
Suriname;Surinam Dollar;2005;5885839419
Suriname;Surinam Dollar;2006;7061948000
Suriname;Surinam Dollar;2007;8083328000
Suriname;Surinam Dollar;2008;9755601000
Suriname;Surinam Dollar;2009;10653158000
Suriname;Surinam Dollar;2010;11700800000
Suriname;Surinam Dollar;2011;13585900000
Suriname;Surinam Dollar;2012;15907900000
Suriname;Surinam Dollar;2013;17077600000
Suriname;Surinam Dollar;2014;16828581390
Swaziland;Lilangeni;1970;84494996
Swaziland;Lilangeni;1971;111322784
Swaziland;Lilangeni;1972;119095321
Swaziland;Lilangeni;1973;143541203
Swaziland;Lilangeni;1974;172876261
Swaziland;Lilangeni;1975;261508253
Swaziland;Lilangeni;1976;287082406
Swaziland;Lilangeni;1977;321557367
Swaziland;Lilangeni;1978;312155105
Swaziland;Lilangeni;1979;406177727
Swaziland;Lilangeni;1980;572785813
Swaziland;Lilangeni;1981;644243006
Swaziland;Lilangeni;1982;750175160
Swaziland;Lilangeni;1983;828151255
Swaziland;Lilangeni;1984;986359987
Swaziland;Lilangeni;1985;1104577763
Swaziland;Lilangeni;1986;1319826886
Swaziland;Lilangeni;1987;1456222370
Swaziland;Lilangeni;1988;2032392998
Swaziland;Lilangeni;1989;2211662797
Swaziland;Lilangeni;1990;2891885126
Swaziland;Lilangeni;1991;3101242165
Swaziland;Lilangeni;1992;3609716504
Swaziland;Lilangeni;1993;4276216447
Swaziland;Lilangeni;1994;4730380125
Swaziland;Lilangeni;1995;6182524248
Swaziland;Lilangeni;1996;7376325916
Swaziland;Lilangeni;1997;8551253249
Swaziland;Lilangeni;1998;8692319207
Swaziland;Lilangeni;1999;9464336719
Swaziland;Lilangeni;2000;10867740914
Swaziland;Lilangeni;2001;12130414784
Swaziland;Lilangeni;2002;12938568862
Swaziland;Lilangeni;2003;13707832382
Swaziland;Lilangeni;2004;15653228562
Swaziland;Lilangeni;2005;17566839290
Swaziland;Lilangeni;2006;20056716369
Swaziland;Lilangeni;2007;21840376933
Swaziland;Lilangeni;2008;25004419839
Swaziland;Lilangeni;2009;26956969733
Swaziland;Lilangeni;2010;25054989403
Swaziland;Lilangeni;2011;26727066174
Swaziland;Lilangeni;2012;29438694697
Swaziland;Lilangeni;2013;31716522775
Swaziland;Lilangeni;2014;35792366679
Sweden;Swedish Krona;1970;1.94075E+11
Sweden;Swedish Krona;1971;2.10115E+11
Sweden;Swedish Krona;1972;2.30092E+11
Sweden;Swedish Krona;1973;2.56455E+11
Sweden;Swedish Krona;1974;2.89517E+11
Sweden;Swedish Krona;1975;3.39964E+11
Sweden;Swedish Krona;1976;3.84E+11
Sweden;Swedish Krona;1977;4.16317E+11
Sweden;Swedish Krona;1978;4.63376E+11
Sweden;Swedish Krona;1979;5.197E+11
Sweden;Swedish Krona;1980;5.92559E+11
Sweden;Swedish Krona;1981;6.44622E+11
Sweden;Swedish Krona;1982;7.01941E+11
Sweden;Swedish Krona;1983;7.84386E+11
Sweden;Swedish Krona;1984;8.80402E+11
Sweden;Swedish Krona;1985;9.5679E+11
Sweden;Swedish Krona;1986;1.05032E+12
Sweden;Swedish Krona;1987;1.14146E+12
Sweden;Swedish Krona;1988;1.2467E+12
Sweden;Swedish Krona;1989;1.37873E+12
Sweden;Swedish Krona;1990;1.51181E+12
Sweden;Swedish Krona;1991;1.60695E+12
Sweden;Swedish Krona;1992;1.58444E+12
Sweden;Swedish Krona;1993;1.57684E+12
Sweden;Swedish Krona;1994;1.70888E+12
Sweden;Swedish Krona;1995;1.85345E+12
Sweden;Swedish Krona;1996;1.90445E+12
Sweden;Swedish Krona;1997;1.99391E+12
Sweden;Swedish Krona;1998;2.1069E+12
Sweden;Swedish Krona;1999;2.23304E+12
Sweden;Swedish Krona;2000;2.38068E+12
Sweden;Swedish Krona;2001;2.47895E+12
Sweden;Swedish Krona;2002;2.57548E+12
Sweden;Swedish Krona;2003;2.72245E+12
Sweden;Swedish Krona;2004;2.82054E+12
Sweden;Swedish Krona;2005;2.94664E+12
Sweden;Swedish Krona;2006;3.17247E+12
Sweden;Swedish Krona;2007;3.41419E+12
Sweden;Swedish Krona;2008;3.5251E+12
Sweden;Swedish Krona;2009;3.37292E+12
Sweden;Swedish Krona;2010;3.62316E+12
Sweden;Swedish Krona;2011;3.76587E+12
Sweden;Swedish Krona;2012;3.80482E+12
Sweden;Swedish Krona;2013;3.88324E+12
Sweden;Swedish Krona;2014;4.05409E+12
Switzerland;Swiss Franc;1970;1.09551E+11
Switzerland;Swiss Franc;1971;1.24194E+11
Switzerland;Swiss Franc;1972;1.4058E+11
Switzerland;Swiss Franc;1973;1.56915E+11
Switzerland;Swiss Franc;1974;1.70858E+11
Switzerland;Swiss Franc;1975;1.68677E+11
Switzerland;Swiss Franc;1976;1.71657E+11
Switzerland;Swiss Franc;1977;1.77162E+11
Switzerland;Swiss Franc;1978;1.83687E+11
Switzerland;Swiss Franc;1979;1.92662E+11
Switzerland;Swiss Franc;1980;2.06838E+11
Switzerland;Swiss Franc;1981;2.24081E+11
Switzerland;Swiss Franc;1982;2.35257E+11
Switzerland;Swiss Franc;1983;2.4341E+11
Switzerland;Swiss Franc;1984;2.61872E+11
Switzerland;Swiss Franc;1985;2.77036E+11
Switzerland;Swiss Franc;1986;2.87489E+11
Switzerland;Swiss Franc;1987;2.96901E+11
Switzerland;Swiss Franc;1988;3.17552E+11
Switzerland;Swiss Franc;1989;3.40615E+11
Switzerland;Swiss Franc;1990;3.65791E+11
Switzerland;Swiss Franc;1991;3.82384E+11
Switzerland;Swiss Franc;1992;3.89241E+11
Switzerland;Swiss Franc;1993;3.9959E+11
Switzerland;Swiss Franc;1994;4.0609E+11
Switzerland;Swiss Franc;1995;4.14539E+11
Switzerland;Swiss Franc;1996;4.18956E+11
Switzerland;Swiss Franc;1997;4.34958E+11
Switzerland;Swiss Franc;1998;4.48917E+11
Switzerland;Swiss Franc;1999;4.60444E+11
Switzerland;Swiss Franc;2000;4.89347E+11
Switzerland;Swiss Franc;2001;4.88937E+11
Switzerland;Swiss Franc;2002;4.82429E+11
Switzerland;Swiss Franc;2003;5.05852E+11
Switzerland;Swiss Franc;2004;5.20472E+11
Switzerland;Swiss Franc;2005;5.50816E+11
Switzerland;Swiss Franc;2006;5.79158E+11
Switzerland;Swiss Franc;2007;5.7735E+11
Switzerland;Swiss Franc;2008;5.58991E+11
Switzerland;Swiss Franc;2009;5.99124E+11
Switzerland;Swiss Franc;2010;6.42827E+11
Switzerland;Swiss Franc;2011;6.24309E+11
Switzerland;Swiss Franc;2012;6.37756E+11
Switzerland;Swiss Franc;2013;6.46763E+11
Switzerland;Swiss Franc;2014;6.38291E+11
Syrian Arab Republic;Syrian Pound;1970;6801762456
Syrian Arab Republic;Syrian Pound;1971;8016417749
Syrian Arab Republic;Syrian Pound;1972;9232468385
Syrian Arab Republic;Syrian Pound;1973;9883858637
Syrian Arab Republic;Syrian Pound;1974;15949237236
Syrian Arab Republic;Syrian Pound;1975;20662201876
Syrian Arab Republic;Syrian Pound;1976;24732375855
Syrian Arab Republic;Syrian Pound;1977;27109718539
Syrian Arab Republic;Syrian Pound;1978;32595421774
Syrian Arab Republic;Syrian Pound;1979;39172904900
Syrian Arab Republic;Syrian Pound;1980;51376055552
Syrian Arab Republic;Syrian Pound;1981;65783734134
Syrian Arab Republic;Syrian Pound;1982;68232471819
Syrian Arab Republic;Syrian Pound;1983;72827955316
Syrian Arab Republic;Syrian Pound;1984;75010178230
Syrian Arab Republic;Syrian Pound;1985;82822391144
Syrian Arab Republic;Syrian Pound;1986;99096878560
Syrian Arab Republic;Syrian Pound;1987;1.22979E+11
Syrian Arab Republic;Syrian Pound;1988;1.78539E+11
Syrian Arab Republic;Syrian Pound;1989;1.93788E+11
Syrian Arab Republic;Syrian Pound;1990;2.51487E+11
Syrian Arab Republic;Syrian Pound;1991;2.91339E+11
Syrian Arab Republic;Syrian Pound;1992;3.49029E+11
Syrian Arab Republic;Syrian Pound;1993;3.89609E+11
Syrian Arab Republic;Syrian Pound;1994;4.96498E+11
Syrian Arab Republic;Syrian Pound;1995;5.60363E+11
Syrian Arab Republic;Syrian Pound;1996;6.63524E+11
Syrian Arab Republic;Syrian Pound;1997;7.32244E+11
Syrian Arab Republic;Syrian Pound;1998;7.59839E+11
Syrian Arab Republic;Syrian Pound;1999;7.89355E+11
Syrian Arab Republic;Syrian Pound;2000;8.59536E+11
Syrian Arab Republic;Syrian Pound;2001;9.23231E+11
Syrian Arab Republic;Syrian Pound;2002;9.761E+11
Syrian Arab Republic;Syrian Pound;2003;1.0304E+12
Syrian Arab Republic;Syrian Pound;2004;1.22033E+12
Syrian Arab Republic;Syrian Pound;2005;1.43925E+12
Syrian Arab Republic;Syrian Pound;2006;1.67857E+12
Syrian Arab Republic;Syrian Pound;2007;1.98642E+12
Syrian Arab Republic;Syrian Pound;2008;2.39666E+12
Syrian Arab Republic;Syrian Pound;2009;2.47455E+12
Syrian Arab Republic;Syrian Pound;2010;2.72899E+12
Syrian Arab Republic;Syrian Pound;2011;2.5593E+12
Syrian Arab Republic;Syrian Pound;2012;2.6788E+12
Syrian Arab Republic;Syrian Pound;2013;4.08754E+12
Syrian Arab Republic;Syrian Pound;2014;5.43417E+12
Tajikistan;Somoni;1990;93609
Tajikistan;Somoni;1991;173663
Tajikistan;Somoni;1992;830792
Tajikistan;Somoni;1993;8990544
Tajikistan;Somoni;1994;22319350
Tajikistan;Somoni;1995;86093509
Tajikistan;Somoni;1996;367146690
Tajikistan;Somoni;1997;648561902
Tajikistan;Somoni;1998;1283463480
Tajikistan;Somoni;1999;1680095794
Tajikistan;Somoni;2000;2198000000
Tajikistan;Somoni;2001;3114600000
Tajikistan;Somoni;2002;3973100000
Tajikistan;Somoni;2003;5797700000
Tajikistan;Somoni;2004;7971800000
Tajikistan;Somoni;2005;9213600000
Tajikistan;Somoni;2006;12613300000
Tajikistan;Somoni;2007;16858400000
Tajikistan;Somoni;2008;25488400000
Tajikistan;Somoni;2009;25527300000
Tajikistan;Somoni;2010;31249000000
Tajikistan;Somoni;2011;36391700000
Tajikistan;Somoni;2012;45552200000
Tajikistan;Somoni;2013;57046000000
Tajikistan;Somoni;2014;63900308829
Thailand;Baht;1970;1.53344E+11
Thailand;Baht;1971;1.59238E+11
Thailand;Baht;1972;1.76055E+11
Thailand;Baht;1973;2.29838E+11
Thailand;Baht;1974;2.89962E+11
Thailand;Baht;1975;3.15097E+11
Thailand;Baht;1976;3.59068E+11
Thailand;Baht;1977;4.17889E+11
Thailand;Baht;1978;5.03442E+11
Thailand;Baht;1979;5.74119E+11
Thailand;Baht;1980;6.78504E+11
Thailand;Baht;1981;7.72711E+11
Thailand;Baht;1982;8.55655E+11
Thailand;Baht;1983;9.44087E+11
Thailand;Baht;1984;1.00845E+12
Thailand;Baht;1985;1.07276E+12
Thailand;Baht;1986;1.14717E+12
Thailand;Baht;1987;1.31916E+12
Thailand;Baht;1988;1.58506E+12
Thailand;Baht;1989;1.89274E+12
Thailand;Baht;1990;2.2273E+12
Thailand;Baht;1991;2.54018E+12
Thailand;Baht;1992;2.8768E+12
Thailand;Baht;1993;3.20265E+12
Thailand;Baht;1994;3.61689E+12
Thailand;Baht;1995;4.12908E+12
Thailand;Baht;1996;4.51426E+12
Thailand;Baht;1997;4.56176E+12
Thailand;Baht;1998;4.51069E+12
Thailand;Baht;1999;4.63462E+12
Thailand;Baht;2000;4.96006E+12
Thailand;Baht;2001;5.18466E+12
Thailand;Baht;2002;5.56675E+12
Thailand;Baht;2003;6.0591E+12
Thailand;Baht;2004;6.65213E+12
Thailand;Baht;2005;7.27297E+12
Thailand;Baht;2006;8.08836E+12
Thailand;Baht;2007;8.77079E+12
Thailand;Baht;2008;9.39379E+12
Thailand;Baht;2009;9.32269E+12
Thailand;Baht;2010;1.03261E+13
Thailand;Baht;2011;1.10523E+13
Thailand;Baht;2012;1.18488E+13
Thailand;Baht;2013;1.21906E+13
Thailand;Baht;2014;1.24233E+13
The former Yugoslav Republic of Macedonia;Denar;1990;501336710
The former Yugoslav Republic of Macedonia;Denar;1991;1059856629
The former Yugoslav Republic of Macedonia;Denar;1992;13517366812
The former Yugoslav Republic of Macedonia;Denar;1993;67364330498
The former Yugoslav Republic of Macedonia;Denar;1994;1.51878E+11
The former Yugoslav Republic of Macedonia;Denar;1995;1.76725E+11
The former Yugoslav Republic of Macedonia;Denar;1996;1.83435E+11
The former Yugoslav Republic of Macedonia;Denar;1997;1.91648E+11
The former Yugoslav Republic of Macedonia;Denar;1998;2.01326E+11
The former Yugoslav Republic of Macedonia;Denar;1999;2.16036E+11
The former Yugoslav Republic of Macedonia;Denar;2000;2.44034E+11
The former Yugoslav Republic of Macedonia;Denar;2001;2.50543E+11
The former Yugoslav Republic of Macedonia;Denar;2002;2.55635E+11
The former Yugoslav Republic of Macedonia;Denar;2003;2.65435E+11
The former Yugoslav Republic of Macedonia;Denar;2004;2.79042E+11
The former Yugoslav Republic of Macedonia;Denar;2005;3.03064E+11
The former Yugoslav Republic of Macedonia;Denar;2006;3.33499E+11
The former Yugoslav Republic of Macedonia;Denar;2007;3.5548E+11
The former Yugoslav Republic of Macedonia;Denar;2008;4.09875E+11
The former Yugoslav Republic of Macedonia;Denar;2009;4.11673E+11
The former Yugoslav Republic of Macedonia;Denar;2010;4.31513E+11
The former Yugoslav Republic of Macedonia;Denar;2011;4.55485E+11
The former Yugoslav Republic of Macedonia;Denar;2012;4.58286E+11
The former Yugoslav Republic of Macedonia;Denar;2013;4.88859E+11
The former Yugoslav Republic of Macedonia;Denar;2014;5.11787E+11
Timor-Leste;US Dollar;1990;248467092
Timor-Leste;US Dollar;1991;286770148
Timor-Leste;US Dollar;1992;368638324
Timor-Leste;US Dollar;1993;429958924
Timor-Leste;US Dollar;1994;471810930
Timor-Leste;US Dollar;1995;520438198
Timor-Leste;US Dollar;1996;632791008
Timor-Leste;US Dollar;1997;620886313
Timor-Leste;US Dollar;1998;714180180
Timor-Leste;US Dollar;1999;386770017
Timor-Leste;US Dollar;2000;462806625
Timor-Leste;US Dollar;2001;682558378
Timor-Leste;US Dollar;2002;773296734
Timor-Leste;US Dollar;2003;674873524
Timor-Leste;US Dollar;2004;688526783
Timor-Leste;US Dollar;2005;832786460
Timor-Leste;US Dollar;2006;1220166593
Timor-Leste;US Dollar;2007;1921599155
Timor-Leste;US Dollar;2008;3235314558
Timor-Leste;US Dollar;2009;2534571786
Timor-Leste;US Dollar;2010;3225173785
Timor-Leste;US Dollar;2011;4600012912
Timor-Leste;US Dollar;2012;4424154240
Timor-Leste;US Dollar;2013;4007330962
Timor-Leste;US Dollar;2014;2886560877
Togo;CFA Franc BCEAO;1970;72071000000
Togo;CFA Franc BCEAO;1971;81086000000
Togo;CFA Franc BCEAO;1972;85968000000
Togo;CFA Franc BCEAO;1973;88820000000
Togo;CFA Franc BCEAO;1974;1.30995E+11
Togo;CFA Franc BCEAO;1975;1.27855E+11
Togo;CFA Franc BCEAO;1976;1.35706E+11
Togo;CFA Franc BCEAO;1977;1.65992E+11
Togo;CFA Franc BCEAO;1978;1.87825E+11
Togo;CFA Franc BCEAO;1979;2.11931E+11
Togo;CFA Franc BCEAO;1980;2.34472E+11
Togo;CFA Franc BCEAO;1981;2.5045E+11
Togo;CFA Franc BCEAO;1982;2.55784E+11
Togo;CFA Franc BCEAO;1983;2.65782E+11
Togo;CFA Franc BCEAO;1984;2.88331E+11
Togo;CFA Franc BCEAO;1985;3.15941E+11
Togo;CFA Franc BCEAO;1986;3.49208E+11
Togo;CFA Franc BCEAO;1987;3.60786E+11
Togo;CFA Franc BCEAO;1988;4.348E+11
Togo;CFA Franc BCEAO;1989;4.59665E+11
Togo;CFA Franc BCEAO;1990;4.78246E+11
Togo;CFA Franc BCEAO;1991;4.91518E+11
Togo;CFA Franc BCEAO;1992;4.87864E+11
Togo;CFA Franc BCEAO;1993;4.02661E+11
Togo;CFA Franc BCEAO;1994;5.83058E+11
Togo;CFA Franc BCEAO;1995;7.05093E+11
Togo;CFA Franc BCEAO;1996;7.95088E+11
Togo;CFA Franc BCEAO;1997;9.22651E+11
Togo;CFA Franc BCEAO;1998;8.84941E+11
Togo;CFA Franc BCEAO;1999;9.1602E+11
Togo;CFA Franc BCEAO;2000;9.00693E+11
Togo;CFA Franc BCEAO;2001;9.55058E+11
Togo;CFA Franc BCEAO;2002;1.0112E+12
Togo;CFA Franc BCEAO;2003;9.59079E+11
Togo;CFA Franc BCEAO;2004;1.005E+12
Togo;CFA Franc BCEAO;2005;1.09331E+12
Togo;CFA Franc BCEAO;2006;1.14562E+12
Togo;CFA Franc BCEAO;2007;1.20607E+12
Togo;CFA Franc BCEAO;2008;1.41179E+12
Togo;CFA Franc BCEAO;2009;1.48456E+12
Togo;CFA Franc BCEAO;2010;1.55994E+12
Togo;CFA Franc BCEAO;2011;1.4816E+12
Togo;CFA Franc BCEAO;2012;1.69255E+12
Togo;CFA Franc BCEAO;2013;1.75919E+12
Togo;CFA Franc BCEAO;2014;2.03673E+12
Tonga;Pa'anga;1970;15543949
Tonga;Pa'anga;1971;17359935
Tonga;Pa'anga;1972;19368429
Tonga;Pa'anga;1973;24629918
Tonga;Pa'anga;1974;32650629
Tonga;Pa'anga;1975;33136795
